商品コード,SKUID,商品名,グループ,部門,カテゴリ,サブカテ,is_selected
8886467124617 ,18886467124614 ,日本ケロッグ プリングルズ サワークリーム＆オニオン M缶 105g,211,1,2,3,1
4549414144840 ,14549414144847 ,トップバリュ フリーフロム 素揚げトルティアチップス 65g,211,1,2,2,1
4549414516821 ,14549414516828 ,トップバリュ 栗かぼちゃ煮 95g,221,16,4,5,1
4549741030083 ,14549741030080 ,トップバリュ さくさくとした食感 コーンフレーク プレーンタイプ 200g　＊お一人さま6点までとさせていただきます。,211,2,3,1,1
4549741058865 ,14549741058862 ,トップバリュ BIGミントタブレット クールミント 35g,211,1,1,3,1
4901777196698 ,14901777196695 ,サントリー ほろよいチューハイ（もも）350ml,214,9,5,2,1
4902102072618 ,14902102072615 ,コカ・コーラ コカ・コーラ 500ml,211,74,1,4,1
4902170185029 ,14902170185026 ,ニップン オーマイ ラザニエッテ 320g,211,5,7,3,1
4902410262626 ,14902410262623 ,フジパン アンパンマンのミニスナック野菜 7本入,221,17,9,7,1
4904621071561 ,14904621071568 ,レタスがおいしいパリパリ麺 95g入 1袋,231,30,11,6,1
4935850351100 ,14935850351107 ,フィリピンなどの国外産 スウィーティオ バナナ 1袋,231,33,17,2,1
4973360436801 ,14973360436808 ,サトウ食品 秋田県産あきたこまち5食パック（200g×5個）,211,5,4,1,1
4981099800701 ,14981099800708 ,アキタフーズ ふじたま（赤）10個入,221,15,1,3,1
4514603306514 ,14514603306511 ,アサヒ飲料 三ツ矢サイダー 300ml,211,74,1,4,1
4538872264511 ,14538872264518 ,吉野家 牛焼肉丼の具 120g,221,24,2,2,1
4562214821254 ,14562214821251 ,一蘭 とんこつ 128g,211,5,8,6,1
4901037102148 ,14901037102145 ,岩塚製菓 がんばれ！野菜家族 51g,211,1,6,1,1
4901170101817 ,14901170101814 ,赤城乳業 ミルクレアチョコレート 40ml×5本入,221,19,1,3,1
4901201148989 ,14901201148986 ,UCC上島珈琲 ゴールドスペシャル スペシャルブレンド 粉 280g,211,2,4,2,1
4901515122484 ,14901515122481 ,キッコーマン しぼりたて 生しょうゆ 450ml,211,3,5,1,1
4901777216884 ,14901777216881 ,サントリー 天然水 550ml,211,74,2,1,1
4901777375727 ,14901777375724 ,サントリー 翠ジンソーダ 500ml,214,9,51,1,1
4901810486755 ,14901810486752 ,トップバリュベストプライス 紅しょうが 60g,221,14,1,9,1
4902106011767 ,14902106011764 ,ミツカン 金のつぶ国産ひきわり 120g,221,12,2,2,1
4902410496007 ,14902410496004 ,フジパン スナックサンド ピーナツ 2個入 ※【月・火曜日配送限定】,221,17,9,5,1
4902720129077 ,14902720129074 ,【1歳頃～】森永乳業 フルーツでおいしいやさいジュレ 紫の野菜とくだもの 70g,113,123,17,70,1
4903111556571 ,14903111556578 ,ユニ・チャーム チャームナップ 吸水さらフィ オーガニックコットン パンティライナー 無香料 42枚入,384,244,5,8,1
4971958021743 ,14971958021740 ,関越物産 徳用生粋のしらたき 300g,221,12,3,2,1
4980372131273 ,14980372131270 ,チェスコ イル・ド・フランスミニブリー3P 75g,221,21,3,5,1
4549414010855 ,14549414010852 ,トップバリュベストプライス ビビンバチャーハン 450g,221,24,1,1,1
4549414448566 ,14549414448563 ,トップバリュ 特級あらびきポークウインナー 498g,221,52,1,6,1
4549414464160 ,14549414464167 ,トップバリュベストプライス バター風味 クリーミーソフト 300g,221,21,2,1,1
4549741489270 ,14549741489277 ,トップバリュベストプライス しそかつおにんにく（カップ）100g,221,14,1,10,1
4549741539319 ,14549741539316 ,トップバリュベストプライス 回鍋肉の素 90g,211,3,15,1,1
4549741779951 ,14549741779958 ,トップバリュベストプライス コクのある絹とうふ 150g×3個,221,12,1,5,1
4549741994125 ,14549741994122 ,トップバリュ ベストプライス ミートソース 290g,211,5,7,3,1
4560401461436 ,14560401461433 ,クオリティファースト クオリティファースト ダーマレーザー VC100 7枚,381,310,10,3,1
4901001135714 ,14901001135711 ,味の素 クノール カップスープ コーンクリーム 3袋入,211,5,1,1,1
4901112610599 ,14901112610596 ,ダノンジャパン ダノンビオ 旬摘みブルーベリー ヨーグルト 300g（75g×4カップ）,221,18,2,3,1
4901326037052 ,14901326037059 ,春日井製菓 のどにスッキリ 125g,211,1,1,4,1
4901330201678 ,14901330201675 ,カルビー ベジたべるあっさりサラダ味 50g,211,1,2,2,1
4901411044842 ,14901411044849 ,キリンビール スミノフアイス ワイルドグレープ 275ml,214,9,5,2,1
4901530222749 ,14901530222746 ,紀文 はんぺん大判 1枚入,221,13,1,5,1
4901670116120 ,14901670116127 ,旭化成ホームプロダクツ ジップロック フリーザーバッグ M 大容量 45枚入,384,303,3,4,1
4901734000198 ,14901734000195 ,サンヨー食品 サッポロ一番みそラーメン 5食パック,211,5,10,1,1
4901810006007 ,14901810006004 ,トップバリュベストプライス シャープな香りと辛み あらびきコショー チャック付 28g,211,3,10,2,1
4901810515479 ,14901810515476 ,トップバリュ きな粉 100g,211,4,4,2,1
4901810588534 ,14901810588531 ,トップバリュ 野菜スープの具 200g,221,23,1,2,1
4901810983957 ,14901810983954 ,トップバリュベストプライス 成分無調整牛乳 1L,221,20,1,1,1
4901820164728 ,14901820164725 ,パスコ 超熟食パン 10枚入,221,17,1,1,1
4901820339805 ,14901820339802 ,パスコ あらびきソーセージ 1個,221,17,9,6,1
4901990347174 ,14901990347171 ,マルちゃん 野菜をたっぷり入れて おいしくちゃんぽん 135g×2,221,83,1,7,1
4902105242971 ,14902105242978 ,日清食品 カップヌードル トムヤムクンヌードル 75g,211,5,8,2,1
4903111359592 ,14903111359599 ,ユニ・チャーム ソフィ Kiyora 贅沢吸収 天然コットン 無香料 少し多い用 44コ入,384,244,5,4,1
4932079828321 ,14932079828328 ,アップルスイーツファミリーパック 2切×5袋入 1袋,231,33,20,4,1
4971710392517 ,14971710392514 ,コーセーコスメポート コエンリッチ ナイトリニュー ハンドクリーム 80g,381,381,4,2,1
4973360233233 ,14973360233230 ,サトウ食品 サトウの切り餅パリッとスリット 400g,211,5,9,1,1
4549414106350 ,14549414106357 ,トップバリュベストプライス 生みそ汁 しじみ 合わせみそ 8袋入,211,5,11,1,1
4549414144987 ,14549414144984 ,トップバリュベストプライス 料理酒 醸造調味料 1000ml,211,3,3,2,1
4549414448559 ,14549414448556 ,トップバリュ 特級あらびきポークウインナー 130g,221,52,1,6,1
4901001924417 ,14901001924414 ,味の素 クノール ポタージュで食べる豆と野菜 完熟トマト 180g,211,5,1,1,1
4901750227364 ,14901750227361 ,日本製紙クレシア スコッティ フラワーパック 3倍長持ち（ダブル）無香料 75m×4ロール,384,304,11,3,1
4901820321237 ,14901820321234 ,パスコ 銀座カリーパン中辛 1個入,221,17,9,6,1
4902713127738 ,14902713127735 ,マルコメ タニタ食堂の減塩生みそ 650g,211,3,1,7,1
4903080216285 ,14903080216282 ,ヤクルト ジョア1日分のカルシウム＆ビタミンD プレーン 125ml,221,20,1,7,1
4903301194194 ,14903301194191 ,ライオン ルックプラス まめピカ 抗菌プラス トイレのふき取りクリーナー 本体 210ml,384,304,3,3,1
4904540139380 ,14904540139387 ,太子食品 北の大豆 生ゆば 100g,221,12,1,9,1
4909411085032 ,14909411085039 ,ピュアプレミアムオレンジ 720ml,221,20,2,5,1
4973918221880 ,14973918221887 ,創味食品 創味つゆ 500ml,211,3,17,1,1
4976994150983 ,14976994150980 ,ハーゲンダッツ クリスピーサンドヘーゼルナッツラテ 60ml,221,19,1,1,1
4511413404126 ,14511413404123 ,DHC（ディーエイチシー）マルチビタミン 60粒,382,620,4,2,1
4549414361438 ,14549414361435 ,トップバリュ 野崎総料理長監修監修 具たっぷり茶碗蒸し 海老入り 210g,221,12,1,6,1
4549414517163 ,14549414517160 ,トップバリュ カオマンガイ 100g,221,16,4,4,1
4595315464013 ,14595315464010 ,ハイネケン ハイネケン瓶 330ml,214,274,6,2,1
4901325300928 ,14901325300925 ,共立食品 レーズン 580g,211,2,8,1,1
4901437318873 ,14901437318870 ,キンレイ 豚骨魚介つけ麺 1食入,221,24,1,3,1
4902402898567 ,14902402898564 ,ハウス食品 カリー屋カレー中辛 180g,211,5,3,1,1
4902410324850 ,14902410324857 ,フジパン スナックサンドタマゴ 2個入,221,17,9,6,1
4902777021294 ,14902777021291 ,明治 チョコレート効果 カカオ72％ 26枚,211,1,1,2,1
4909411084790 ,14909411084797 ,キリンビバレッジ 午後の紅茶 ストレートティー 500ml,211,74,1,8,1
4981099801562 ,14981099801569 ,アキタ きよらグルメ仕立て 6個入,221,15,1,3,1
4549414516852 ,14549414516859 ,トップバリュ さつまいも煮 95g,221,16,4,5,1
4549741198295 ,14549741198292 ,トップバリュベストプライス かつお風味香る白だし 500ml,211,3,17,7,1
4901451164449 ,14901451164446 ,河野製紙 ちいかわ 水に流せるポケットティシュ 16枚（8組）×9パック,384,304,11,4,1
4901515364334 ,14901515364331 ,キッコーマン うちのごはん おそうざいの素 厚揚げのみぞれ煮 110g,211,3,12,2,1
4901670116083 ,14901670116080 ,旭化成ホームプロダクツ ジップロック イージージッパー M 25枚入,384,303,3,4,1
4902102150866 ,14902102150863 ,コカ・コーラ アクエリアス ニューウォーター 500ml,211,74,1,5,1
4902401507613 ,14902401507610 ,ハナマルキ 減塩からだに嬉しいしじみ汁 12食入,211,5,11,1,1
4902777147659 ,14902777147656 ,明治 コーヒービートジャンボ 105g,211,1,1,2,1
4902806405507 ,14902806405504 ,マンダム ビフェスタ ミセラークレンジングシート ブライトアップ 46枚,381,310,2,6,1
4903111355464 ,14903111355461 ,ユニ・チャーム ソフィ ショーツ型ナプキン 超熟睡ショーツ XL 4コ入,384,244,5,1,1
4953823852485 ,14953823852482 ,ロッテ 爽 練乳いちご 185ml,221,19,1,5,1
4971666411324 ,14971666411321 ,グリコ BifiX ヨーグルト ほんのり甘い加糖 375g,221,18,2,1,1
4549414216035 ,14549414216032 ,トップバリュベストプライス クルトン入り コーンクリーム 17g×8袋,211,5,1,1,1
4549741141864 ,14549741141861 ,トップバリュベストプライス ギョーザ 12個（324g）,221,24,2,4,1
4571268297793 ,14571268297790 ,マルハニチロ こんがりと焼いたラザニア 2個入り,221,24,1,4,1
4901112100076 ,14901112100073 ,ダノンジャパン デンシア プレーン・砂糖不使用 ヨーグルト 320g（80g×4カップ）,221,18,2,2,1
4901777201439 ,14901777201436 ,サントリー 角ハイボール缶 350ml,214,9,3,1,1
4902110251517 ,14902110251514 ,日清製粉ウェルナ マ・マーマカロニグラタンセット ホワイトソース用 138g,211,5,3,1,1
4903320162990 ,14903320162997 ,レック 調理台・キッチンふきん 15枚入,375,250,32,5,1
4909411088477 ,14909411088474 ,キリンビバレッジ 午後の紅茶おいしい無糖香るレモン 500ml,211,74,1,8,1
4909411091279 ,14909411091276 ,トロピカーナ まるごと果実感オレンジ 900ml,221,20,2,5,1
4987240210733 ,14987240210730 ,【第3類医薬品】龍角散 龍角散ダイレクトスティック ピーチ 16包,382,695,1,3,1
4549414027204 ,14549414027201 ,トップバリュベストプライス 鶏五目釜めしの素 180g,211,5,3,2,1
4549414216042 ,14549414216049 ,トップバリュベストプライス つぶ入コーンクリーム ポタージュ 17.5g×8,211,5,1,1,1
4549414249811 ,14549414249818 ,トップバリュ 北海道産ゆきほまれ絹豆腐 150g×3個,221,12,1,5,1
4549414290868 ,14549414290865 ,トップバリュ 北海道十勝産ユキシズカ小粒納豆 40g×3個,221,12,2,1,1
4549414451771 ,14549414451778 ,トップバリュベストプライス 濃厚ソースがたっぷり 角切りベーコン＆ほうれん草 大盛りカルボナーラ 1人前（360g）,221,24,1,5,1
4549414463293 ,14549414463290 ,トップバリュベストプライス しっとりとしたつぶあんぱん 5個入,221,17,9,10,1
4549414485943 ,14549414485940 ,トップバリュ ごぼうサラダ 180g,221,16,4,6,1
4580294850520 ,14580294850527 ,クナイプジャパン クナイプ グーテエアホールング バスソルト ウィンターグリーン＆ワコルダー 40g,384,243,5,2,1
4901112611213 ,14901112611210 ,ダノン ビオ糖質オフ 濃桃フルーツミックス 300g（75g×4）,221,18,2,3,1
4901201148804 ,14901201148801 ,UCC上島珈琲 職人の珈琲 スペシャルブレンド 7g×16P,211,2,4,2,1
4901330563257 ,14901330563254 ,カルビー 堅あげポテト ブラックペッパー 65g,211,1,2,1,1
4901609005785 ,14901609005782 ,ジョンソン カビキラー アルコール除菌 食卓用 本体 300ml,384,303,1,6,1
4901901647737 ,14901901647734 ,マルハニチロ フルティシエ 贅沢果汁 北海道メロン 190g,221,18,1,2,1
4902777042701 ,14902777042708 ,明治 ホルン 薫る抹茶 8本入,211,1,1,2,1
4903111412198 ,14903111412195 ,ユニ・チャーム シルコット 99.99％除菌 ウェットティッシュ アルコールタイプ つめかえ用 320枚（40枚×8個）,384,304,11,5,1
4905671270645 ,14905671270642 ,新潟県産 コシヒカリ 10kg,211,8,1,9,1
4908011500099 ,14908011500096 ,雪印メグミルク おいしい牛乳 1000ml,221,20,1,1,1
4930726103296 ,14930726103293 ,キッコーマンソイフーズ 砂糖不使用 豆乳飲料麦芽コーヒー 200ml,221,20,2,2,1
4987035267614 ,14987035267611 ,大塚製薬 ボディメンテドリンク 500ml,211,74,1,5,1
4987244183651 ,14987244183658 ,【1歳頃～】和光堂 1歳からのおやつ＋DHA えびせんべい 6g×3,113,123,17,70,1
4520699623657 ,14520699623654 ,【ペット用】ユニ・チャーム グラン・デリ きょうのごほうび 鶏ささみのやわらかミックス 野菜・チーズ入り 200g,384,247,1,3,1
4549414003413 ,14549414003410 ,トップバリュ ベストプライス SparklingWater炭酸水レモン 1000ml,211,74,2,2,1
4549414025200 ,14549414025207 ,トップバリュ えごま油 340g,211,3,14,7,1
4549414138450 ,14549414138457 ,トップバリュベストプライス カレーに合う福神漬 110g,221,14,1,8,1
4549414433302 ,14549414433309 ,トップバリュベストプライス もったいないからもう一度使ったポリ袋 平袋45L 半透明 30枚,384,303,2,2,1
4549741990332 ,14549741990339 ,トップバリュベストプライス 蒸し大豆 100g,221,14,2,4,1
4901033635657 ,14901033635654 ,マルサンアイ 国産大豆の豆乳使用 豆乳グルト 400g,221,18,2,1,1
4901085003800 ,14901085003807 ,伊藤園 おーいお茶緑茶 600ml,211,74,1,6,1
4901231417826 ,14901231417823 ,伊藤ハム ベルガヴルスト ブラックペッパー  120g,221,52,1,6,1
4901330123338 ,14901330123335 ,カルビー サッポロポテトバーベQあじ 72g,211,1,2,2,1
4901385083625 ,14901385083622 ,協同乳業 カスタードプリン3P 70g×3,221,18,1,1,1
4901515363856 ,14901515363853 ,キッコーマン 濃いだし本つゆ 1000ml,211,3,17,1,1
4901737825132 ,14901737825139 ,スギヨ 匠のカニカマ 40g×2,221,13,1,3,1
4901777197145 ,14901777197142 ,サントリー ー196℃ストロングゼロ ダブルグレープフルーツ 500ml,214,9,5,2,1
4901820333704 ,14901820333701 ,パスコ サクふわっメロンパン 1個,221,17,9,4,1
4901990050425 ,14901990050422 ,東洋水産 マルちゃん ワンタン しょうゆ 32g,211,5,8,7,1
4902121290338 ,14902121290335 ,トップバリュ デミグラスソースハンバーグ 100g,221,16,4,2,1
4902121800063 ,14902121800060 ,トップバリュ ビタミンD入りたまご 10個,221,15,1,3,1
4902807351964 ,14902807351961 ,モランボン豚角煮のたれ 120g 1パック,251,47,77,1,1
4902888348679 ,14902888348676 ,森永製菓 パリパリバーバニラ 48ml×6本,221,19,1,3,1
4903939012570 ,14903939012577 ,ライオン菓子 ゆずのど飴 73g,211,1,1,4,1
4904730840447 ,14904730840444 ,タカキベーカリー 石窯モーニングフランス 6枚入,221,17,1,4,1
4908011621787 ,14908011621784 ,雪印メグミルク プルーンFe1日分の鉄分のむヨーグルト糖質・カロリーオフ 190g,221,20,1,7,1
4909411069773 ,14909411069770 ,キリン 無添加野菜48種の濃い野菜100 1000ml,221,20,2,7,1
4974168100581 ,14974168100588 ,相模屋 木綿とうふミニ 150g,221,12,1,1,1
9300695001285 ,19300695001282 ,西本貿易 オールドエルパソ タコ シーズニング 30g,211,3,15,8,1
4549414353051 ,14549414353058 ,トップバリュ カフェインレス オリジナルコーヒー無糖 900ml,211,74,1,7,1
4901001000289 ,14901001000286 ,味の素 アジシオ 100g,211,3,2,2,1
4901005325586 ,14901005325583 ,グリコ スナオバニラ 120ml,221,19,1,7,1
4901133061752 ,14901133061759 ,【ペット用】いなばペットフード CIAO とろみ ささみ・まぐろ ホタテ味 80g,384,247,2,2,1
4901191508206 ,14901191508203 ,大森屋 小魚ふりかけ 45g,211,5,6,3,1
4901530182326 ,14901530182323 ,紀文 マリンサラダ 120g（4本入×3個）,221,13,1,3,1
4901872466047 ,14901872466044 ,ファイントゥデイ TSUBAKI（ツバキ）プレミアムモイスト＆リペア シャンプー つめかえ用 660ml,384,243,1,7,1
4901990345996 ,14901990345993 ,マルちゃん 焼そば 塩 3人前 150g×3,221,83,1,6,1
4902110314793 ,14902110314790 ,日清製粉ウェルナ 水溶きいらずのとろみ上手 100g,211,4,4,1,1
4902121364503 ,14902121364500 ,トップバリュベストプライス 4種の具材 茶碗蒸し海老入り 110g×3,221,12,1,6,1
4902130398353 ,14902130398350 ,ニチレイ ミニ春巻 6個入（126g）,221,24,3,5,1
4902204423158 ,14902204423155 ,デルモンテ クリームコーン粒入り贅沢 380g,211,5,2,2,1
4902713130448 ,14902713130445 ,マルコメ プラス糀 米糀から作った甘酒 125ml,221,20,2,2,1
4902880010369 ,14902880010366 ,桃屋 ごはんですよ 145g,211,5,5,1,1
4903080216308 ,14903080216305 ,ヤクルト ジョア1日分のマルチビタミン ブルーベリー 125ml,221,20,1,7,1
4903110222149 ,14903110222146 ,やまざき 串だんご たれ 3本入,221,90,3,1,1
4939298110015 ,14939298110012 ,叙々苑 特製焼肉のたれ 240g,211,3,8,1,1
4948636013659 ,14948636013656 ,千葉県産 無洗米 コシヒカリ 5kg,211,8,2,6,1
4971958011775 ,14971958011772 ,関越物産 徳用国産生粋のこんにゃく 350g,221,12,3,1,1
3073781180497 ,13073781180494 ,伊藤ハム キリ クリーミーポーション 163g,221,21,3,3,1
4514410706200 ,14514410706207 ,湖池屋 The素材のご馳走 チーズ 35g,211,1,2,2,1
4538872265129 ,14538872265126 ,吉野家 ミニ牛丼の具 80g×2袋,221,24,2,2,1
4549414007367 ,14549414007364 ,トップバリュベストプライス 味付めかぶ 40g×4個,221,16,1,2,1
4549414361704 ,14549414361701 ,トップバリュベストプライス コクとキレの醤油ヌードル 78g,211,5,8,2,1
4549414436983 ,14549414436980 ,【泡タイプ】トップバリュベストプライス 薬用泡ハンドソープ シトラスの香り つめかえ用3回分 600ml,384,243,7,1,1
4549414485349 ,14549414485346 ,トップバリュ 粒の小さな氷 700g,221,23,1,8,1
4549414517170 ,14549414517177 ,トップバリュ ルーロー飯 130g,221,16,4,4,1
4560338756650 ,14560338756657 ,安曇野食品工房 カフェゼリー ホワイトモカ 190g,221,18,1,2,1
4901005517455 ,14901005517452 ,グリコ ジャイアントカプリコいちご 1本入,211,1,5,2,1
4901160010150 ,14901160010157 ,タカノフーズ おかめ納豆まろやか旨味 45g×3,221,12,2,1,1
4901366039320 ,14901366039327 ,フードリエ 角切りベーコン 225g,221,52,1,3,1
4901810987603 ,14901810987600 ,トップバリュベストプライス 油揚げ 5枚入,221,12,1,7,1
4901990012263 ,14901990012260 ,東洋水産 マルちゃん カレーうどん 101g×5袋入,211,5,10,1,1
4902402858929 ,14902402858926 ,ハウス食品 北海道シチューコーンクリーム 180g,211,3,11,2,1
4903111313440 ,14903111313447 ,ユニ・チャーム ソフィ SPORTS 特に多い昼用（羽なし）24コ入,384,244,5,2,1
4908011521964 ,14908011521961 ,雪印メグミルク すっきりCa鉄 低脂肪 1000ml,221,20,1,5,1
4970050013427 ,14970050013424 ,一正蒲鉾 香ばし生ちくわ 3本,221,13,1,2,1
4972195030239 ,14972195030236 ,キョクヨー さば水煮 160g,211,5,2,2,1
4973259008331 ,14973259008338 ,山城屋 人参ミックス切干大根 30g,211,4,14,1,1
4549414288445 ,14549414288442 ,トップバリュベストプライス かすてら 6切入,221,90,3,2,1
4549414355321 ,14549414355328 ,トップバリュ 北海道産 すりつぶしかぼちゃ 195g,221,23,1,1,1
4549741278706 ,14549741278703 ,トップバリュ タウリン入ドリンク3000 100ml【指定医薬部外品】,382,603,6,5,1
4549741691000 ,14549741691007 ,トップバリュベストプライス 中華めん 小分けパック 100g×6袋入,221,24,1,3,1
4901301405173 ,14901301405170 ,花王 ワイドハイター 消臭専用ジェル グリーンシトラスの香り つめかえ用 500ml,384,304,1,4,1
4901330201999 ,14901330201996 ,カルビー おさつスナック 52g,211,1,2,2,1
4901880879907 ,14901880879904 ,サッポロビール エビスビール 350ml×6,214,274,6,1,1
4901990345705 ,14901990345702 ,マルちゃん 北の味わいガラ炊き醤油 110g×2,221,83,1,7,1
4902115383565 ,14902115383562 ,日本ハム 5種のチーズピザ 1枚,221,16,3,4,1
4902121113620 ,14902121113627 ,トップバリュ 小えび 14g,211,4,3,2,1
4902705064836 ,14902705064833 ,明治 ザバスMILK PROTEINヨーグルト脂肪0甘さひかえめ 125g,221,18,2,2,1
4903065010303 ,14903065010300 ,ヤマキ 本かつお 15g,211,4,5,1,1
4903110126317 ,14903110126314 ,ヤマザキ 牛乳仕込みのミルクチュロッキー 1個,221,90,1,3,1
4549414517835 ,14549414517832 ,トップバリュベストプライス ほうれん草 500g,221,23,1,1,1
4549741020282 ,14549741020289 ,トップバリュ グリーンアイ オーガニックトマトジュース食塩不使用 190g,211,74,3,2,1
4549741557474 ,14549741557471 ,トップバリュ ルイボスティーティーバッグ 3g×50袋,211,2,7,4,1
4901577075346 ,14901577075343 ,キユーピー マヨネーズ 400g,211,3,9,1,1
4901750227302 ,14901750227309 ,日本製紙クレシア スコッティ フラワーパック 3倍長持ち（ダブル）75m×4ロール,384,304,11,3,1
4902110281668 ,14902110281665 ,日清製粉ウェルナ マ・マー大盛りスパゲティ ナポリタン 1食入（360g）,221,24,1,5,1
4549414280210 ,14549414280217 ,トップバリュベストプライス 赤しば漬ときゅうり漬の2色カップ 90g,221,14,1,10,1
4549414463286 ,14549414463283 ,トップバリュベストプライス くちどけのよいチョコクリームパン 5個入,221,17,9,10,1
4549414502855 ,14549414502852 ,トップバリュベストプライス 塩味茶豆 400g,221,23,1,4,1
4549741877473 ,14549741877470 ,トップバリュ グリーンアイ オーガニック レーズン 150g,211,1,4,6,1
4901001397457 ,14901001397454 ,味の素冷凍食品 ギョーザ 12個入,221,24,2,4,1
4901113859317 ,14901113859314 ,日本ケロッグ 素材まるごとグラノラ脂質ハーフ 420g,211,2,3,1,1
4901301424990 ,14901301424997 ,花王 トイレマジックリン 消臭・洗浄スプレー 除菌・抗菌 つめかえ用 特大サイズ 800ml,384,304,3,3,1
4901366036695 ,14901366036692 ,フードリエ パリッと朝食ウインナー 210g,221,52,1,6,1
4901417169617 ,14901417169614 ,クラシエホームプロダクツ ナイーブ ボディソープ（桃の葉エキス配合）詰替用 380ml,384,243,4,5,1
4901820339218 ,14901820339215 ,パスコ 超熟イングリッシュマフィン 4個入,221,17,1,5,1
4902526014416 ,14902526014413 ,堀川 自慢の逸品さつま揚 4枚入,221,13,1,4,1
4902705014541 ,14902705014548 ,明治 SAVASミルクプロテインココア 200ml,221,20,1,5,1
4902720153430 ,14902720153437 ,森永乳業 ビヒダスヨーグルト ざく盛りフルーツ 200g,221,18,2,3,1
4902775070287 ,14902775070284 ,おやつカンパニー ベビースタードデカイラーメンチキン味 68g,211,1,2,2,1
4903001945522 ,14903001945529 ,ヤマサ醤油 ぱぱっとちゃんとこれ！うま！！つゆ 濃縮タイプ 500ml,211,3,17,1,1
4903110295945 ,14903110295942 ,ヤマザキ ダブルロール 1個,221,90,1,2,1
4930726100349 ,14930726100346 ,キッコーマンソイフーズ 豆乳飲料バナナ 200ml,221,20,2,2,1
4957388100234 ,14957388100231 ,山形屋 ぶっかきおかき 155g,211,1,3,1,1
4549741014304 ,14549741014301 ,トップバリュ 国産鶏肉使用サラダチキン（むね肉・プレーン）120g,221,52,2,7,1
4901112250061 ,14901112250068 ,ダノンジャパン ベビーダノン すりりんご＆にんじん ヨーグルト 180g（45g×4カップ）,221,18,2,3,1
4901670052213 ,14901670052210 ,旭化成ホームプロダクツ クックパー クッキングシート M 25cm×5m,384,303,3,3,1
4902121124596 ,14902121124593 ,トップバリュベストプライス ソフトパン粉 細目 130g,211,4,2,1,1
4973512259128 ,14973512259125 ,【泡タイプ】【乳幼児～】サラヤ アラウ.ベビー 泡全身ソープ しっとり 本体 400ml,113,123,18,20,1
4987035648918 ,14987035648915 ,大塚製薬 カロリーメイト ブロック バニラ味 80g,211,805,7,1,1
4987774065496 ,14987774065493 ,【第3類医薬品】第一三共ヘルスケア マキロンS 75ml,382,695,3,15,1
4549414068665 ,14549414068662 ,トップバリュベストプライス 純正ごま油 700g,211,3,14,3,1
4901001135820 ,14901001135827 ,味の素 クノール カップスープ つぶたっぷりコーンクリーム 8袋入,211,5,1,1,1
4901112610452 ,14901112610459 ,ダノンジャパン ダノンビオ シチリア産レモン ヨーグルト 300g（75g×4カップ）,221,18,2,2,1
4901191508107 ,14901191508104 ,大森屋 緑黄野菜ふりかけ 45g,211,5,6,3,1
4901231308223 ,14901231308220 ,伊藤ハム TheGRANDアルトバイエルン 120g×2,221,52,1,6,1
4901515122514 ,14901515122511 ,キッコーマン 萬 味わいリッチ 減塩しょうゆ 食塩分40％カット 450ml,211,3,5,5,1
4901530042453 ,14901530042450 ,紀文 おでん汁の素顆粒（小）17g×2袋,221,13,1,7,1
4901810002146 ,14901810002143 ,トップバリュ 本みりん 1000ml,211,3,16,1,1
4901810005994 ,14901810005991 ,トップバリュベストプライス 豊かな風味 七味唐がらし チャック付 27g,211,3,10,2,1
4901810124213 ,14901810124210 ,トップバリュ 根室釧路地区生乳使用 北海道牛乳 1000ml,221,20,1,1,1
4901810892129 ,14901810892126 ,トップバリュベストプライス 味付けぽん酢 360ml,211,3,17,8,1
4901990702188 ,14901990702185 ,マルちゃん ライスバーガー 牛カルビ 120g,221,24,1,2,1
4902105002605 ,14902105002602 ,日清食品 日清チキンラーメンどんぶり 85g,211,5,8,3,1
4902121114047 ,14902121114044 ,トップバリュベストプライス ピーナッツブロックチョコ 72g【リニューアル期間中につき、パッケージ、ブランド名称が異なることがございます】,211,1,6,2,1
4902410663362 ,14902410663369 ,フジパン 豆乳ケーキドーナツ 4個入,221,17,9,10,1
4903301347774 ,14903301347771 ,ライオン リード クッキングペーパー ダブル 10％増量品 84枚入,384,303,3,1,1
4933370323218 ,14933370323215 ,日本アルコン エーオーセプト クリアケア 360ml,382,603,4,3,1
4972195025297 ,14972195025294 ,極洋 いわし味付け生姜煮 100g,211,5,2,2,1
4987035332510 ,14987035332517 ,大塚製薬 ポカリスエット 900ml,211,74,1,5,1
4987117438741 ,14987117438748 ,大鵬薬品工業 チオビタドリンク 100ml×10本【指定医薬部外品】,382,603,6,5,1
4987176182562 ,14987176182569 ,P＆G さらさ洗剤ジェル つめかえ用 超特大サイズ 1.01kg,384,304,1,7,1
4549414344370 ,14549414344377 ,トップバリュ 平飼いたまご（エイビアリー方式）10個入,221,15,1,3,1
4549741668651 ,14549741668658 ,トップバリュ あらごしトマト 紙パック 390g,211,3,7,3,1
4571268297632 ,14571268297639 ,マルハニチロ レンジミックスピザ 2枚入（234g）,221,24,1,4,1
4901112600873 ,14901112600870 ,ダノンジャパン ダノンビオ フレッシュ＆ドライいちじく ヨーグルト 300g（75g×4カップ）,221,18,2,3,1
4901133618703 ,14901133618700 ,【ペット用】いなばペットフード CIAO 焼かつおディナー 高齢猫用 かつお節・ほたて貝柱入り 50g,384,247,2,2,1
